_id,countInStock,createdAt,description,image,isActive,name,numReviews,price,public_id,rating,reviews,updatedAt
61ae69232b74e02f3c1e771d,0,2021-12-06T19:48:51.786Z,"<p><strong>a spiced mix of meat and rice, traditionally cooked over an open fire in a leather pot</strong></p>",https://res.cloudinary.com/chiragsh2125/image/upload/v1638820128/product/ft5at2awlgoch98suo6c.png,true,Ambur Biryani,0,1400,product/ft5at2awlgoch98suo6c,0,[],2021-12-06T19:48:51.786Z
61ae699d2b74e02f3c1e771e,0,2021-12-06T19:50:53.822Z,"<p><strong>a spiced mix of meat and rice, traditionally cooked over an open fire in a leather pot</strong></p>",https://res.cloudinary.com/chiragsh2125/image/upload/v1638820251/product/fdgaho8upfkosv9yig60.jpg,true,Kalyani Biryani,0,1100,product/fdgaho8upfkosv9yig60,0,[],2021-12-06T19:50:53.822Z
61ae6b432b74e02f3c1e771f,0,2021-12-06T19:57:55.497Z,"<p>Contain a scoop of artificially flavored frozen dessert in a ""chocolatey-lined"" sugar cone and dipped in a ""chocolatey"" coating.</p>",https://res.cloudinary.com/chiragsh2125/image/upload/v1638820673/product/prlgdtelocjgsca8vwoc.png,true,Drum Stick Cone Icecream,0,200,product/prlgdtelocjgsca8vwoc,0,[],2021-12-06T19:57:55.497Z
61ae6b872b74e02f3c1e7720,0,2021-12-06T19:59:03.860Z,"<div class=""wWOJcd"" tabindex=""0"" role=""button"" aria-controls=""exacc_XGuuYeyTDsGb4-EPm5ieiAQ35"" aria-expanded=""true"" aria-labelledby=""exacc_XGuuYeyTDsGb4-EPm5ieiAQ34"">&nbsp;</div>
<div id=""exacc_XGuuYeyTDsGb4-EPm5ieiAQ35"" class=""MBtdbb"" data-ved=""2ahUKEwjsscDt-s_0AhXBzTgGHRuMB0EQ7NUEegQIIBAD"">
<div class=""ymu2Hb"">
<div id=""_XGuuYeyTDsGb4-EPm5ieiAQ36"" class=""t0bRye r2fjmd"" data-hveid=""CCAQBA"" data-ved=""2ahUKEwjsscDt-s_0AhXBzTgGHRuMB0EQu04oAHoECCAQBA"">
<div id=""WEB_ANSWERS_RESULT_20_XGuuYeyTDsGb4-EPm5ieiAQ__10"">
<div class=""wDYxhc"" data-md=""135"">
<div class=""Crs1tb"" data-hveid=""CBsQAA"">
<div class=""iKJnec"" role=""heading"" aria-level=""3"">Ingredients Low Fat Vanilla Ice Cream:&nbsp;<strong>Skim Milk, Corn Syrup, Cane Sugar, Cream, Buttermilk, Tapioca Starch, Guar Gum, Pectin</strong>, Natural Flavor.</div>
</div>
</div>
</div>
</div>
</div>
</div>",https://res.cloudinary.com/chiragsh2125/image/upload/v1638820741/product/ijhpkz1546w3jvrz79se.jpg,true,Haagen dazs Brick,0,400,product/ijhpkz1546w3jvrz79se,0,[],2021-12-06T19:59:03.860Z
61ae6ba62b74e02f3c1e7721,0,2021-12-06T19:59:34.779Z,"<p>Ingredients Low Fat Vanilla Ice Cream:&nbsp;<strong>Skim Milk, Corn Syrup, Cane Sugar, Cream, Buttermilk, Tapioca Starch, Guar Gum, Pectin</strong>, Natural Flavor.</p>",https://res.cloudinary.com/chiragsh2125/image/upload/v1638820772/product/y6xyww8b85uyplhfywwt.jpg,true,Skinny Cow Cookie Ice cream,0,600,product/y6xyww8b85uyplhfywwt,0,[],2021-12-06T19:59:34.779Z
61ae6c4c2b74e02f3c1e7722,0,2021-12-06T20:02:20.667Z,<p>hamburger topped with cheese.</p>,https://res.cloudinary.com/chiragsh2125/image/upload/v1638820938/product/mqlctnp2gasjf81l3mxa.jpg,true,Burger King : Cheese burger,0,2000,product/mqlctnp2gasjf81l3mxa,0,[],2021-12-06T20:02:20.667Z
61ae6cc82b74e02f3c1e7723,0,2021-12-06T20:04:24.506Z,"<p>Two&nbsp;<strong>flame-grilled beef patties</strong>&nbsp;topped with juicy tomatoes, fresh cut lettuce, mayo, pickles, white onions and a swirl of ketchup on a soft sesame seed bun.</p>",https://res.cloudinary.com/chiragsh2125/image/upload/v1638821062/product/zge3kiby73cqebpmixry.jpg,true,Burger King Double Whopper,0,3000,product/zge3kiby73cqebpmixry,0,[],2021-12-06T20:04:24.506Z
61ae6d032b74e02f3c1e7724,0,2021-12-06T20:05:23.283Z,<p>The bacon sundae is a sundae prepared using typical sundae ingredients and bacon.</p>,https://res.cloudinary.com/chiragsh2125/image/upload/v1638821121/product/odcpyqwnubhn83itvjis.jpg,true,Bacon sundae,0,200,product/odcpyqwnubhn83itvjis,0,[],2021-12-06T20:05:23.283Z
61ae6da62b74e02f3c1e7725,0,2021-12-06T20:08:06.916Z,"<p><strong>savory flame-grilled beef patties, topped a with hearty portion of thick-cut smoked bacon, melted American cheese and topped with ketchup and creamy mayonnaise all on a soft sesame seed bun</strong>.</p>",https://res.cloudinary.com/chiragsh2125/image/upload/v1638821285/product/p4a2nacf8ydlgdeetg4k.jpg,true,Bacon King - Burger King,0,3000,product/p4a2nacf8ydlgdeetg4k,0,[],2021-12-06T20:08:06.916Z
61ae6dff2b74e02f3c1e7726,0,2021-12-06T20:09:35.388Z,"<p>&nbsp;<strong>two patties, cheese, bacon, and two different sauces on a sesame seed bun</strong>.</p>",https://res.cloudinary.com/chiragsh2125/image/upload/v1638821373/product/sbq5qjwcgaynnzuvrui2.jpg,true,Burger King : Rodeo King,0,5000,product/sbq5qjwcgaynnzuvrui2,0,[],2021-12-06T20:09:35.388Z
